1,-0.00860847,0.0760007,0,0
2,-0.00860847,0.0760007,0.2,-0.013497
3,-0.00839512,0.0767782,0.4,-0.0134972
4,-0.00602701,0.08032,0.6,-0.00927824
5,-0.00386127,0.0875464,0.8,0.0211873
6,-0.000567687,0.0861582,0.8,0.0663586
7,0.00407726,0.0861706,0.8,0.0863277
8,0.00987041,0.0835012,0.8,0.124324
9,0.0195584,0.0846407,0.8,0.164892
10,-0.0154921,0.197577,0.8,0.253434
11,0.00462548,0.142176,0.8,0.187056
12,0.0244307,0.0888392,0.8,0.120463
13,0.0324954,0.0475357,0.8,0.0976946
14,0.0418493,0.0195731,0.8,0.00166146
15,0.0424323,-0.00968046,0.8,0.0172313
16,0.0324704,-0.031312,0.8,0.0110681
17,0.0273558,-0.0558548,0.8,-0.0542235
18,0.0187994,-0.0827193,0.8,-0.149605
19,0.00923479,-0.0844034,0.8,-0.170154
20,0.0148541,-0.0302159,0.8,-0.172106
21,0.00284692,-0.0223959,0.8,-0.015672
22,7.63374e-06,-0.0264323,0.8,-0.0138654
23,-0.00399893,-0.0312063,0.8,-0.0173618
24,-0.00775758,-0.0328449,0.8,-0.0938905
25,-0.017336,-0.029792,0.8,-0.101628
26,-0.0204869,-0.0229331,0.8,-0.130292
27,-0.0250655,-0.00979364,0.8,-0.119034
28,-0.025748,-0.000678242,0.8,-0.263306
29,-0.0282561,0.0138966,0.8,-0.264063
30,-0.00758312,0.107353,0.8,-0.268808
31,0.00514656,0.128073,0.8,0.324173
32,0.0186218,0.0959274,0.8,0.495856
33,0.0271112,0.046348,0.8,0.43999
34,0.0292691,0.00522965,0.8,0.315817
35,0.0280291,-0.0279579,0.8,0.209566
36,0.0201526,-0.0526183,0.8,0.128272
37,0.0131231,-0.068206,0.8,-0.0887152
38,0.00693151,-0.0668136,0.8,-0.15404
39,-0.00106541,-0.0584277,0.8,-0.155826
40,0.00108907,0.00708914,0.8,-0.181861
41,0.00262147,0.020625,0.8,-0.0153041
42,0.0065066,0.0158444,0.8,0.0533479
43,0.00790136,0.00776555,0.8,0.0703724
44,0.00826286,-0.00186968,0.8,-3.47696e-06
45,0.00630442,-0.000834541,0.8,-0.0270991
46,0.0061325,-0.00184063,0.8,-0.0210403
47,0.00615396,-0.00232787,0.8,-0.0653824
48,0.00598738,-0.00020878,0.8,-0.0621486
49,0.00805188,-0.00622611,0.8,-0.0478163
50,0.0094061,-0.00537421,0.8,-0.0317926
51,0.00703546,0.00376224,0.8,-0.0276003
52,0.00686591,-0.00610591,0.8,-0.020558
53,0.00334446,-0.0141109,0.8,-0.0133179
54,0.00113499,-0.0233717,0.8,-0.024975
55,-0.00118746,-0.0309862,0.8,-0.0235241
56,-0.00520569,-0.0373676,0.8,-0.0143627
57,-0.00996309,-0.0435925,0.8,-0.304193
58,-0.0134169,-0.0201792,0.8,-0.344677
59,-0.0155167,0.0070251,0.8,-0.27595
60,-0.00934246,0.153533,0.8,-0.251287
61,0.00939455,0.1645,0.8,0.381899
62,0.0298746,0.135017,0.8,0.543489
63,0.042256,0.0762024,0.8,0.586302
64,0.0470643,0.0105475,0.8,0.411174
65,0.0459421,-0.0323584,0.8,0.229105
66,0.0476238,-0.0601166,0.8,0.123204
67,0.0395372,-0.0790176,0.8,0.120154
68,0.0292933,-0.0967352,0.8,-0.0952247
69,0.0161499,-0.091551,0.8,-0.158243
70,0.00877924,-0.000212625,0.8,-0.182727
71,0.0108005,0.00639067,0.8,-0.0971997
72,0.0113501,0.0036958,0.8,-0.0261941
73,0.0126971,-0.0011288,0.8,-0.00132387
74,0.0120749,-0.00940184,0.8,-0.0376564
75,0.00284259,-0.016639,0.8,-0.0430258
76,0.000694951,-0.0196727,0.8,-0.093727
77,-0.00342411,-0.0186916,0.8,-0.0978754
78,-0.00547935,-0.0153875,0.8,-0.120714
79,-0.00757986,-0.0116385,0.8,-0.102384
80,-0.0061439,-0.0019547,0.8,-0.0792781
81,-0.00574601,0.00918984,0.8,-0.00107154
82,-0.00144715,0.0131543,0.8,0.029925
83,0.00015902,0.0141155,0.8,0.0619132
84,0.00306378,0.00990398,0.8,0.0645791
85,0.00410332,0.00734861,0.8,0.0978233
86,0.00462613,0.00067651,0.8,0.0898822
87,0.00442024,-0.0046134,0.8,0.0668421
88,0.00535438,-0.00655172,0.8,0.0540207
89,0.00467338,-0.0083089,0.8,0.0529836
90,0.00317532,-0.010562,0.8,0.0386318
91,0.00174461,-0.0142499,0.8,-0.0373778
92,0.000398958,-0.0080923,0.8,-0.0589236
93,-0.000545911,-0.00336485,0.8,-0.0436764
94,-0.000728906,0.000405446,0.8,-0.030129
95,-0.00156317,0.0034531,0.8,-0.0179473
96,-0.00108051,0.00503775,0.8,-0.0139171
97,0.00373185,0.0120335,0.8,0.0104449
98,0.00508232,0.0110206,0.8,0.0618648
99,0.0048192,0.000278117,0.8,0.0686695
100,0.00544144,0.0139417,0.8,0.0392434
101,0.00483335,0.0084186,0.8,0.065897
102,0.00545693,0.00165398,0.8,0.0445235
103,0.00538487,-0.0032924,0.8,0.0272104
104,0.0031478,-0.00583892,0.8,0.0161445
105,0.00230894,-0.00865717,0.8,-0.0505517
106,0.0025915,0.00345966,0.8,-0.0654417
107,0.00323697,0.00774237,0.8,-0.0145482
108,0.00355238,0.00827551,0.8,-0.0143162
109,0.00444558,0.00416889,0.8,-0.00954307
110,-0.016392,0.0546826,0.8,-0.00714009
111,-0.0106159,0.0441245,0.8,-0.0794117
112,-0.00503446,0.0460524,0.8,-0.0888727
113,0.000216646,0.0441338,0.8,-0.0484018
114,0.00340201,0.0384596,0.8,-0.0235478
115,0.00751128,0.03219,0.8,0.0654781
116,0.0110402,0.0288446,0.8,0.0870581
117,0.0162623,0.0166914,0.8,0.125802
118,0.0171992,-0.00123878,0.8,0.146441
119,0.0206528,-0.0167132,0.8,0.121803
120,0.0121955,-0.00433519,0.8,0.114277
121,0.0176094,-0.0163486,0.8,0.0141742
122,0.0155333,-0.0188345,0.8,0.0180589
123,0.00870229,-0.0285508,0.8,0.0264386
124,0.0050561,-0.0339299,0.8,-0.127844
125,0.00172132,-0.0217915,0.8,-0.158167
126,-0.00488866,-0.0148772,0.8,-0.123338
127,-0.00614296,-0.00565274,0.8,-0.143835
128,-0.00834969,0.00637859,0.8,-0.0941979
129,-0.00779272,0.0117915,0.8,-0.0641768
130,-0.00599617,0.0112664,0.8,-0.0308719
131,-0.00429759,0.0178688,0.8,0.072488
132,0.00219499,0.0283331,0.8,0.0969603
133,0.00524499,0.0231505,0.8,0.17294
134,0.0136397,0.00999227,0.8,0.16463
135,0.0141996,-0.00195424,0.8,0.154222
136,0.0134026,-0.0131667,0.8,0.118385
137,0.0100163,-0.0231276,0.8,0.0838912
138,0.0070295,-0.0284157,0.8,-0.00933156
139,0.00648204,-0.0280657,0.8,-0.0437619
140,0.0112658,0.0142389,0.8,-0.0575185
141,0.00867946,0.012236,0.8,0.0435496
142,0.0095915,0.00272183,0.8,0.0387705
143,0.00509262,-0.00955882,0.8,0.0245634
144,0.00361664,-0.0157741,0.8,-0.0832925
145,-0.00150467,-0.0137108,0.8,-0.105365
146,-0.00279158,-0.00763136,0.8,-0.119773
147,-0.00329749,0.000223385,0.8,-0.103219
148,-0.00755399,0.00354733,0.8,-0.0495931
149,-0.00720991,0.00387821,0.8,-0.0555133
150,-0.0185384,0.0221691,0.8,-0.0411999
151,-0.0158497,0.0240264,0.8,0.0106988
152,-0.0142245,0.0252743,0.8,0.0286075
153,-0.0115025,0.0211558,0.8,0.0397652
154,-0.0102965,0.0151792,0.8,0.0378362
155,-0.00878078,0.0105139,0.8,0.00286541
156,-0.006647,0.0129858,0.8,-0.0110165
157,-0.00513427,0.0129689,0.8,0.00802458
158,-0.00371034,0.0113582,0.8,-0.0107226
159,-0.00340224,0.00911974,0.8,-0.0155906
160,0.00247441,-0.00318662,0.8,-0.0269363
161,0.00480363,0.00507585,0.8,0.0285582
162,0.00541218,0.00503125,0.8,0.0712384
163,0.00685475,0.000681523,0.8,0.0750697
164,0.00668262,-0.00396758,0.8,0.0615779
165,0.00540167,-0.00783245,0.8,0.0420737
166,0.0044042,-0.00961657,0.8,0.0203847
167,-0.00148455,-0.0104719,0.8,0.00874658
168,-0.00264966,-0.00957325,0.8,-0.0285441
169,-0.00489374,-0.00549902,0.8,-0.036785
170,0.00912169,-0.0867662,0.8,-0.0404079
171,0.000311737,-0.0635153,0.8,-0.0118531
172,-0.00361166,-0.0461904,0.8,0.00215174
173,-0.00805615,-0.0300762,0.8,0.0170902
174,-0.00524058,-0.012488,0.8,0.0301089
175,-0.00608406,-0.00237352,0.8,0.0742735
176,-0.00805363,0.000807741,0.8,0.0764076
177,-0.00777981,0.00339705,0.8,0.0442891
178,-0.00960733,0.00556104,0.8,0.00328363
179,-0.00987208,0.0117098,0.8,-0.0377304
180,0.0094117,-0.105739,0.8,-0.0467067
181,-0.000759114,-0.0681306,0.8,-0.0319542
182,-0.00685253,-0.0365673,0.8,-0.0189942
183,-0.0152914,-0.0130394,0.8,-0.0101912
184,-0.0155994,0.00698316,0.8,-0.0502172
185,-0.0131644,0.0264335,0.8,-0.0540591
186,-0.00920304,0.0409235,0.8,-0.0365414
187,-0.00728057,0.0453791,0.8,-0.0229848
188,-0.00178961,0.0477587,0.8,-0.0134842
189,0.000707703,0.0502206,0.8,-0.00667002
190,0.000204845,0.0216996,0.8,-0.00506632
191,0.00234149,0.0142679,0.8,0.00204554
192,0.00335299,0.00242283,0.8,-0.26726
193,0.00416734,0.0149669,0.8,-0.307831
194,0.00635426,0.0238907,0.8,-0.191625
195,0.00888537,0.0193583,0.8,-0.10919
196,0.010167,0.00228994,0.8,-0.0551727
197,0.00893444,-0.0236646,0.8,-0.104875
tracking time,186,169000000
